,Basvuru Yili,Cinsiyet,Dogum Yeri,Ikametgah Sehri,Universite Adi,Universite Turu,Burslu ise Burs Yuzdesi,Burs Aliyor mu?,Universite Kacinci Sinif,Universite Not Ortalamasi,Daha Once Baska Bir Universiteden Mezun Olmus,Lise Sehir,Lise Turu,Lise Mezuniyet Notu,Baska Bir Kurumdan Burs Aliyor mu?,Anne Egitim Durumu,Anne Calisma Durumu,Anne Sektor,Baba Egitim Durumu,Baba Calisma Durumu,Baba Sektor,Girisimcilik Kulupleri Tarzi Bir Kulube Uye misiniz?,Uye Oldugunuz Kulubun Ismi,Profesyonel Bir Spor Daliyla Mesgul musunuz?,Spor Dalindaki Rolunuz Nedir?,Aktif olarak bir STK üyesi misiniz?,Stk Projesine Katildiniz Mi?,Girisimcilikle Ilgili Deneyiminiz Var Mi?,Girisimcilikle Ilgili Deneyiminizi Aciklayabilir misiniz?,Ingilizce Biliyor musunuz?,Ingilizce Seviyeniz?,yil,Yas
2914,2023,1,62,23.0,3,0,0.0,0,2,3,0.0,23,1,5,0,0.0,0,0,1.0,0,0,1,0,0,0,1,0.0,1,1,1,0.0,2003,21.0
2915,2023,2,77,78.0,151,0,0.0,0,4,3,0.0,78,5,5,1,0.0,0,0,0.0,0,0,0,0,1,3,0,0.0,0,1,1,0.0,1999,25.0
2916,2023,2,77,78.0,183,0,0.0,0,2,3,0.0,78,1,5,0,4.0,1,1,4.0,1,1,1,0,0,0,1,0.0,0,1,1,0.0,2003,21.0
2917,2023,1,20,21.0,44,0,0.0,0,3,3,0.0,21,5,5,0,0.0,0,0,4.0,0,0,0,0,0,0,1,0.0,1,1,1,0.0,2003,21.0
2918,2023,2,5,5.0,13,0,0.0,0,4,2,0.0,5,5,5,0,2.0,0,0,4.0,0,0,0,0,0,0,0,0.0,1,1,1,0.0,2001,23.0
2919,2023,1,79,80.0,39,0,0.0,0,1,2,0.0,80,1,2,1,0.0,0,0,1.0,0,0,0,0,0,0,0,0.0,1,1,1,0.0,2001,23.0
2920,2023,1,1,78.0,104,0,0.0,0,4,2,0.0,78,1,5,1,0.0,0,0,0.0,1,3,0,0,0,0,0,0.0,0,1,1,0.0,2001,23.0
2921,2023,1,9,9.0,102,0,0.0,0,1,3,0.0,9,1,5,1,1.0,0,0,2.0,1,3,1,0,0,0,1,0.0,0,1,1,0.0,2003,21.0
2922,2023,2,77,78.0,48,1,0.0,0,4,1,0.0,78,1,5,1,2.0,1,2,0.0,1,2,0,0,0,0,1,0.0,0,1,1,0.0,2001,23.0
2923,2023,2,5,5.0,117,0,0.0,0,3,3,0.0,5,1,5,0,0.0,1,1,0.0,1,1,1,0,0,0,1,0.0,0,1,1,0.0,2001,23.0
2924,2023,2,80,81.0,188,0,0.0,0,2,3,0.0,81,1,5,0,1.0,0,0,1.0,1,3,0,0,0,0,0,0.0,0,1,0,0.0,2004,20.0
2925,2023,2,54,55.0,110,0,0.0,0,2,1,0.0,55,1,2,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,1,1,0.0,2001,23.0
2926,2023,1,77,78.0,191,0,0.0,0,5,3,0.0,78,1,5,0,0.0,0,0,4.0,0,0,1,0,0,0,0,0.0,0,1,1,0.0,2000,24.0
2927,2023,2,11,78.0,63,0,0.0,0,4,1,0.0,11,5,5,0,0.0,0,0,4.0,1,1,0,0,0,0,1,0.0,1,1,1,0.0,1999,25.0
2928,2023,1,5,5.0,129,0,0.0,0,2,2,0.0,5,1,5,1,0.0,1,2,0.0,1,2,0,0,0,3,0,0.0,0,1,1,0.0,2003,21.0
2929,2023,2,33,34.0,46,0,0.0,0,4,1,0.0,34,1,5,1,1.0,0,0,1.0,0,0,1,0,0,0,1,0.0,0,1,1,0.0,2001,23.0
2930,2023,1,53,79.0,50,0,0.0,0,3,2,0.0,35,1,5,1,1.0,0,0,1.0,0,0,0,0,1,2,1,0.0,0,1,1,0.0,2001,23.0
2931,2023,1,77,78.0,189,1,0.0,1,3,3,0.0,78,1,5,1,1.0,0,0,1.0,0,0,1,0,1,3,1,0.0,1,1,1,0.0,2000,24.0
2932,2023,2,22,79.0,47,0,0.0,0,3,2,0.0,23,1,5,1,0.0,0,0,2.0,0,0,0,0,0,0,1,0.0,0,1,0,0.0,2000,24.0
2933,2023,1,67,5.0,66,0,0.0,0,3,3,0.0,60,1,5,0,1.0,0,0,0.0,0,0,1,0,1,2,1,0.0,0,1,1,0.0,2001,23.0
2934,2023,1,54,53.0,105,0,0.0,0,4,3,0.0,55,1,5,0,0.0,0,0,4.0,1,1,0,0,0,0,1,0.0,0,1,1,0.0,1999,25.0
2935,2023,0,70,78.0,41,0,0.0,0,2,2,0.0,23,5,5,0,4.0,1,1,4.0,1,1,1,0,0,0,0,0.0,0,1,1,0.0,2002,22.0
2936,2023,1,9,9.0,42,0,0.0,0,4,3,0.0,20,1,5,0,1.0,0,0,1.0,1,3,1,0,0,0,0,0.0,1,1,1,0.0,2001,23.0
2937,2023,2,33,34.0,118,0,0.0,0,4,3,0.0,34,1,5,0,1.0,0,0,2.0,1,2,0,0,0,0,1,0.0,0,1,1,0.0,2001,23.0
2938,2023,2,77,78.0,151,0,0.0,0,1,0,0.0,78,1,5,0,4.0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,1,1,0.0,2004,20.0
2939,2023,2,22,23.0,46,0,0.0,0,4,3,0.0,23,5,5,1,0.0,0,0,0.0,0,0,1,0,0,0,0,0.0,0,1,1,0.0,2002,22.0
2940,2023,2,43,78.0,27,1,0.0,1,4,3,0.0,78,5,5,0,0.0,1,1,4.0,1,2,1,0,0,0,1,0.0,0,1,1,0.0,2001,23.0
2941,2023,2,25,78.0,187,0,0.0,0,4,3,0.0,78,1,5,1,1.0,0,0,1.0,1,1,1,0,0,0,1,0.0,0,1,1,0.0,2000,24.0
2942,2023,1,77,78.0,187,0,0.0,0,4,3,0.0,78,1,2,0,0.0,0,0,0.0,1,2,1,0,1,2,1,0.0,1,1,1,0.0,2000,24.0
2943,2023,1,77,78.0,63,0,0.0,0,3,3,0.0,78,1,5,1,0.0,1,2,1.0,0,0,0,0,0,0,0,0.0,0,1,1,0.0,2001,23.0
2944,2023,1,72,42.0,128,0,0.0,0,1,3,0.0,42,1,5,0,1.0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,1,1,0.0,2003,21.0
2945,2023,1,41,42.0,51,0,0.0,0,2,2,0.0,42,1,2,0,1.0,0,0,1.0,1,1,0,0,0,0,0,0.0,0,1,1,0.0,2003,21.0
2946,2023,2,5,5.0,145,1,0.0,1,3,3,0.0,5,1,5,1,4.0,1,1,0.0,1,1,0,0,0,0,0,0.0,0,1,1,0.0,2002,22.0
2947,2023,1,29,30.0,22,0,0.0,0,4,1,0.0,30,1,5,1,1.0,0,0,1.0,1,2,0,0,0,0,0,0.0,0,1,0,0.0,2002,22.0
2948,2023,1,77,78.0,1,1,0.0,1,0,0,0.0,78,5,5,0,0.0,1,2,4.0,1,2,1,0,0,0,0,0.0,0,1,1,0.0,2003,21.0
2949,2023,2,77,78.0,159,1,0.0,1,2,3,0.0,78,5,5,0,1.0,0,0,1.0,1,2,0,0,0,0,0,0.0,0,1,1,0.0,1999,25.0
2950,2023,2,61,78.0,104,0,0.0,0,3,1,0.0,62,1,5,0,0.0,1,2,4.0,1,1,0,0,0,0,1,0.0,0,1,1,0.0,2002,22.0
2951,2023,2,44,5.0,14,1,0.0,1,3,3,0.0,45,5,5,1,2.0,0,0,4.0,0,0,1,0,0,0,0,0.0,0,1,1,0.0,2001,23.0
2952,2023,1,77,78.0,141,0,0.0,0,2,3,0.0,78,1,5,1,1.0,1,2,1.0,0,0,0,0,0,0,1,0.0,0,1,0,0.0,2003,21.0
2953,2023,2,54,78.0,166,1,0.0,1,1,0,0.0,78,1,5,0,0.0,0,0,2.0,1,2,0,0,0,0,0,0.0,0,1,1,0.0,2003,21.0
2954,2023,2,80,81.0,177,1,0.0,1,3,3,0.0,52,1,5,1,0.0,0,0,2.0,1,3,0,0,0,0,1,0.0,1,1,1,0.0,2002,22.0
2955,2023,2,77,78.0,34,1,0.0,1,3,2,0.0,78,5,5,0,4.0,1,1,1.0,1,3,1,0,0,0,1,0.0,1,1,1,0.0,2003,21.0
2956,2023,2,45,46.0,125,0,0.0,0,4,3,0.0,46,1,5,0,1.0,1,2,0.0,1,2,0,0,1,3,0,0.0,0,1,1,0.0,2000,24.0
2957,2023,1,77,5.0,17,0,0.0,0,2,3,0.0,78,1,5,0,1.0,0,0,1.0,0,0,0,0,0,0,0,0.0,1,1,1,0.0,2003,21.0
2958,2023,1,36,37.0,79,0,0.0,0,3,1,0.0,37,1,2,0,1.0,0,0,1.0,1,2,0,0,0,0,1,0.0,0,1,0,0.0,2003,21.0
2959,2023,2,9,78.0,151,0,0.0,0,3,1,0.0,54,1,5,0,4.0,0,0,2.0,0,0,1,0,0,0,1,0.0,1,1,1,0.0,2000,24.0
2960,2023,1,0,0.0,157,0,0.0,0,2,1,0.0,0,1,2,0,1.0,0,0,1.0,0,2,0,0,0,0,0,0.0,0,1,1,0.0,2002,22.0
2961,2023,1,24,44.0,89,0,0.0,0,2,1,0.0,25,1,5,0,0.0,1,1,4.0,1,1,1,0,0,0,1,0.0,1,1,1,0.0,2002,22.0
2962,2023,2,77,78.0,35,1,0.0,1,4,3,0.0,78,5,5,1,4.0,1,2,0.0,1,3,0,0,1,2,1,0.0,1,1,1,0.0,2001,23.0
2963,2023,1,77,78.0,89,0,0.0,0,4,2,0.0,78,1,2,1,0.0,0,0,0.0,1,3,0,0,1,3,0,0.0,1,1,1,0.0,2001,23.0
2964,2023,0,0,0.0,154,0,0.0,0,2,2,0.0,0,1,5,0,0.0,0,0,4.0,1,1,0,0,0,0,0,0.0,0,1,1,0.0,2002,22.0
2965,2023,2,14,51.0,50,0,0.0,0,2,2,0.0,51,1,5,1,4.0,0,0,2.0,0,0,0,0,0,0,1,0.0,0,1,1,0.0,2002,22.0
2966,2023,2,10,10.0,21,0,0.0,0,2,3,0.0,10,1,5,1,0.0,0,0,1.0,0,0,0,0,1,3,1,0.0,0,1,0,0.0,2003,21.0
2967,2023,2,57,29.0,55,0,0.0,0,4,2,0.0,78,1,5,1,2.0,1,2,1.0,1,2,0,0,0,0,1,0.0,0,1,1,0.0,2001,23.0
2968,2023,2,9,79.0,117,0,0.0,0,2,1,0.0,9,5,5,1,0.0,0,0,0.0,1,2,0,0,1,4,1,0.0,0,1,1,0.0,2002,22.0
2969,2023,2,79,6.0,37,0,0.0,0,4,3,0.0,80,1,2,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,1,1,0.0,2000,24.0
2970,2023,2,79,80.0,3,0,0.0,0,3,3,0.0,80,1,2,1,0.0,0,0,1.0,0,0,1,0,0,0,1,0.0,0,1,0,0.0,2000,24.0
2971,2023,2,61,54.0,109,0,0.0,0,2,3,0.0,62,1,5,1,1.0,0,0,2.0,0,2,0,0,1,1,0,0.0,0,1,1,0.0,2003,21.0
2972,2023,1,78,79.0,47,0,0.0,0,3,3,0.0,79,1,5,0,4.0,1,1,4.0,1,1,1,0,0,0,0,0.0,0,1,1,0.0,2001,23.0
2973,2023,2,76,77.0,131,0,0.0,0,1,1,0.0,77,1,5,1,1.0,0,0,1.0,1,3,1,0,1,2,0,0.0,0,1,1,0.0,2004,20.0
2974,2023,2,1,1.0,58,0,0.0,0,2,3,0.0,26,1,5,0,1.0,0,0,1.0,0,0,0,0,0,0,1,0.0,0,1,1,0.0,2004,20.0
2975,2023,1,77,78.0,125,0,0.0,0,4,2,0.0,78,1,2,0,0.0,0,0,0.0,1,2,0,0,0,0,0,0.0,0,1,1,0.0,2000,24.0
2976,2023,2,77,5.0,50,0,0.0,0,4,1,0.0,5,1,2,1,0.0,0,0,0.0,0,0,0,0,0,0,1,0.0,1,1,0,0.0,2001,23.0
2977,2023,1,29,30.0,79,0,0.0,0,1,0,0.0,30,1,5,0,1.0,1,2,2.0,1,2,0,0,1,1,0,0.0,0,1,1,0.0,2003,21.0
2978,2023,1,20,21.0,60,0,0.0,0,3,2,0.0,21,1,5,0,1.0,1,1,0.0,1,2,0,0,1,2,1,0.0,0,1,1,0.0,2001,23.0
2979,2023,2,77,78.0,41,0,0.0,0,3,3,0.0,78,1,5,1,2.0,0,0,4.0,0,0,1,0,1,2,1,0.0,0,1,1,0.0,2001,23.0
2980,2023,2,31,32.0,10,0,0.0,0,0,0,0.0,32,1,2,1,1.0,0,0,1.0,1,3,1,0,0,0,0,0.0,0,1,0,0.0,2003,21.0
2981,2023,2,5,78.0,41,0,0.0,0,3,1,0.0,70,1,5,1,4.0,1,1,4.0,1,3,1,0,1,3,1,0.0,0,1,1,0.0,2001,23.0
2982,2023,2,76,5.0,17,0,0.0,0,2,2,0.0,5,1,5,1,1.0,0,0,1.0,0,0,0,0,0,0,1,0.0,0,1,0,0.0,2002,22.0
2983,2023,2,80,81.0,108,0,0.0,0,2,2,0.0,69,1,5,0,0.0,0,0,2.0,1,1,1,0,0,0,1,0.0,0,1,0,0.0,2002,22.0
2984,2023,2,5,79.0,47,0,0.0,0,4,2,0.0,54,5,5,1,0.0,0,0,0.0,0,0,1,0,0,0,1,0.0,0,1,1,0.0,2002,22.0
2985,2023,1,5,5.0,17,0,0.0,0,4,1,0.0,5,1,5,0,4.0,0,0,0.0,0,0,1,0,1,2,1,0.0,1,1,1,0.0,1999,25.0
2986,2023,1,22,23.0,73,0,0.0,0,2,1,0.0,23,1,5,0,0.0,0,0,1.0,1,3,0,0,1,3,0,0.0,0,1,0,0.0,2004,20.0
2987,2023,2,4,5.0,60,0,0.0,0,3,2,0.0,4,1,5,0,0.0,0,0,0.0,1,1,0,0,0,0,1,0.0,0,1,1,0.0,2001,23.0
2988,2023,2,5,78.0,183,0,0.0,0,0,0,0.0,5,5,5,0,4.0,1,2,4.0,1,2,1,0,1,2,1,0.0,0,1,1,0.0,2004,20.0
2989,2023,1,78,5.0,117,0,0.0,0,2,1,0.0,53,5,5,1,0.0,0,0,4.0,0,0,1,0,1,1,1,0.0,1,1,1,0.0,2002,22.0
2990,2023,1,41,22.0,120,0,0.0,0,3,2,0.0,42,1,5,0,2.0,1,3,0.0,0,0,0,0,0,0,0,0.0,1,1,1,0.0,2003,21.0
2991,2023,2,5,5.0,136,1,0.0,1,3,3,0.0,5,1,5,1,1.0,1,2,0.0,1,3,0,0,0,0,1,0.0,1,1,1,0.0,2001,23.0
2992,2023,2,36,37.0,55,0,0.0,0,4,3,0.0,37,1,5,0,4.0,0,0,0.0,0,0,1,0,0,0,1,0.0,0,1,1,0.0,2001,23.0
2993,2023,1,56,35.0,134,0,0.0,0,2,3,0.0,57,1,5,1,0.0,0,0,4.0,1,1,0,0,0,0,1,0.0,0,1,1,0.0,2004,20.0
2994,2023,1,25,26.0,58,0,0.0,0,2,1,0.0,78,1,5,0,0.0,1,2,4.0,1,1,1,0,1,3,1,0.0,1,1,0,0.0,2003,21.0
2995,2023,1,36,37.0,61,0,0.0,0,2,2,0.0,37,1,5,1,1.0,0,0,4.0,1,3,0,0,1,3,1,0.0,1,1,1,0.0,2004,20.0
2996,2023,2,27,78.0,60,0,0.0,0,3,2,0.0,78,1,5,1,0.0,0,0,1.0,1,3,0,0,0,0,1,0.0,0,1,1,0.0,2002,22.0
2997,2023,2,77,78.0,183,0,0.0,0,1,1,0.0,78,5,5,0,0.0,1,2,0.0,1,1,0,0,1,3,0,0.0,0,1,1,0.0,2003,21.0
2998,2023,2,16,17.0,52,0,0.0,0,1,3,0.0,17,1,5,1,0.0,0,0,1.0,0,0,0,0,0,0,0,0.0,0,1,0,0.0,2001,23.0
2999,2023,2,3,78.0,176,0,0.0,0,3,3,0.0,3,1,5,0,4.0,1,1,4.0,1,1,0,0,0,0,1,0.0,1,1,1,0.0,2002,22.0
3000,2023,1,77,78.0,99,1,0.0,1,3,2,0.0,78,1,5,0,4.0,1,2,4.0,1,2,1,0,1,1,1,0.0,1,1,1,0.0,2000,24.0
3001,2023,2,11,78.0,188,0,0.0,0,4,3,0.0,11,1,5,0,4.0,1,1,4.0,1,2,0,0,0,0,1,0.0,0,1,1,0.0,2000,24.0
3002,2023,1,78,32.0,65,0,0.0,0,4,3,0.0,79,1,5,0,2.0,0,0,2.0,1,2,0,0,1,3,1,0.0,1,1,1,0.0,2000,24.0
3003,2023,1,44,79.0,50,0,0.0,0,1,0,0.0,45,1,5,0,1.0,1,3,1.0,0,0,1,0,0,0,0,0.0,0,1,1,0.0,2003,21.0
3004,2023,1,77,78.0,99,1,0.0,1,1,1,0.0,78,1,5,0,2.0,0,0,2.0,1,3,1,0,1,3,1,0.0,1,1,1,0.0,2002,22.0
3005,2023,2,70,71.0,141,0,0.0,0,3,2,0.0,71,1,5,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,1,0,0.0,2002,22.0
3006,2023,1,48,51.0,50,0,0.0,0,4,3,0.0,51,1,5,1,0.0,1,2,2.0,0,0,0,0,0,0,1,0.0,0,1,1,0.0,2002,22.0
3007,2023,1,27,78.0,183,0,0.0,0,1,0,0.0,6,1,5,1,4.0,1,2,4.0,1,2,1,0,1,2,1,0.0,0,1,1,0.0,2004,20.0
3008,2023,1,50,78.0,151,0,0.0,0,1,2,0.0,2,1,5,1,1.0,0,0,2.0,1,2,1,0,1,3,1,0.0,1,1,1,0.0,2001,23.0
3009,2023,2,14,79.0,50,0,0.0,0,2,3,0.0,79,5,5,0,4.0,0,0,0.0,1,2,1,0,1,3,1,0.0,0,1,1,0.0,2004,20.0
3010,2023,2,77,21.0,44,0,0.0,0,3,2,0.0,31,1,5,1,1.0,0,0,4.0,1,1,0,0,0,0,1,0.0,0,1,1,0.0,2002,22.0
3011,2023,2,77,78.0,2,1,0.0,1,4,3,0.0,78,5,5,0,1.0,0,0,1.0,1,3,1,0,0,0,1,0.0,0,1,1,0.0,2000,24.0
3012,2023,2,29,30.0,61,0,0.0,0,2,2,0.0,30,1,5,1,1.0,0,0,1.0,1,3,1,0,0,0,1,0.0,0,1,1,0.0,2002,22.0
3013,2023,2,0,5.0,14,1,0.0,1,2,2,0.0,0,5,5,1,4.0,1,2,4.0,0,0,1,0,0,0,1,0.0,0,1,1,0.0,2002,22.0
3014,2023,2,33,34.0,11,0,0.0,0,3,3,0.0,34,5,5,0,0.0,0,0,0.0,1,3,0,0,0,0,0,0.0,0,1,1,0.0,2003,21.0
3015,2023,2,73,74.0,125,0,0.0,0,2,2,0.0,74,1,5,0,1.0,1,2,0.0,1,2,0,0,0,0,0,0.0,0,1,1,0.0,2003,21.0
3016,2023,1,67,78.0,92,1,0.0,1,1,3,0.0,68,1,5,1,1.0,0,0,0.0,0,0,1,0,1,2,1,0.0,1,1,1,0.0,2003,21.0
3017,2023,2,77,78.0,107,0,0.0,0,2,3,0.0,78,1,5,0,2.0,0,0,0.0,0,0,0,0,1,3,0,0.0,0,1,1,0.0,2004,20.0
3018,2023,1,25,26.0,73,0,0.0,0,4,1,0.0,26,1,5,0,0.0,1,1,5.0,1,1,1,0,0,0,1,0.0,1,1,1,0.0,2002,22.0
3019,2023,1,51,52.0,58,0,0.0,0,2,2,0.0,52,1,5,0,0.0,0,0,0.0,0,0,1,0,0,0,1,0.0,0,1,1,0.0,2001,23.0
3020,2023,2,78,51.0,11,0,0.0,0,2,2,0.0,51,1,5,0,1.0,0,0,1.0,1,2,1,0,0,0,0,0.0,0,1,1,0.0,2002,22.0
3021,2023,2,65,66.0,151,0,0.0,0,4,3,0.0,66,1,5,0,0.0,0,0,0.0,1,2,1,0,0,0,1,0.0,0,1,1,0.0,2001,23.0
3022,2023,2,77,78.0,181,1,0.0,1,1,0,0.0,78,5,5,0,4.0,0,0,4.0,0,0,1,0,1,1,1,0.0,0,1,1,0.0,2003,21.0
3023,2023,2,14,34.0,133,0,0.0,0,2,2,0.0,34,1,5,0,4.0,0,0,4.0,0,0,0,0,0,0,0,0.0,0,1,0,0.0,2003,21.0
3024,2023,1,48,49.0,102,0,0.0,0,1,3,0.0,49,1,5,0,2.0,1,1,0.0,1,1,1,0,1,2,1,0.0,1,1,0,0.0,2002,22.0
3025,2023,2,67,68.0,139,0,0.0,0,3,3,0.0,68,1,5,1,1.0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,1,0,0.0,2002,22.0
3026,2023,2,80,81.0,137,0,0.0,0,2,2,0.0,81,1,5,1,1.0,0,0,1.0,1,3,0,0,1,4,0,0.0,0,1,1,0.0,2003,21.0
3027,2023,2,70,61.0,150,0,0.0,0,1,2,0.0,61,1,5,0,2.0,0,0,2.0,1,3,1,0,0,0,0,0.0,0,1,1,0.0,2003,21.0
3028,2023,2,33,34.0,137,0,0.0,0,2,2,0.0,34,1,2,0,0.0,0,0,2.0,1,2,0,0,0,0,0,0.0,0,1,1,0.0,2003,21.0
3029,2023,1,11,21.0,44,0,0.0,0,3,2,0.0,11,1,5,1,2.0,0,0,4.0,0,0,1,0,1,1,1,0.0,1,1,1,0.0,1999,25.0
3030,2023,2,44,5.0,66,0,0.0,0,2,2,0.0,45,5,5,0,4.0,0,0,5.0,1,1,0,0,0,0,0,0.0,0,1,1,0.0,2004,20.0
3031,2023,2,9,9.0,6,0,0.0,0,2,2,0.0,9,1,5,0,2.0,0,0,1.0,1,2,0,0,0,0,0,0.0,0,1,1,0.0,2003,21.0
3032,2023,2,69,79.0,193,0,0.0,0,1,0,0.0,70,1,5,0,4.0,1,1,1.0,1,1,1,0,0,0,0,0.0,1,1,1,0.0,2002,22.0
3033,2023,1,78,79.0,6,0,0.0,0,1,0,0.0,79,1,5,1,1.0,0,0,1.0,1,3,1,0,1,3,1,0.0,1,1,1,0.0,2003,21.0
3034,2023,2,77,78.0,183,0,0.0,0,2,1,0.0,68,1,5,0,4.0,1,1,4.0,1,1,1,0,0,0,0,0.0,1,1,1,0.0,2002,22.0
3035,2023,1,20,78.0,144,0,0.0,0,0,0,0.0,21,1,5,1,0.0,0,0,4.0,0,0,0,0,1,2,0,0.0,1,1,1,0.0,2002,22.0
3036,2023,2,80,81.0,25,0,0.0,0,3,3,0.0,81,1,5,0,0.0,0,0,2.0,1,3,0,0,0,0,0,0.0,0,1,0,0.0,2002,22.0
3037,2023,2,70,71.0,22,0,0.0,0,3,2,0.0,71,1,5,0,1.0,0,0,2.0,0,0,1,0,1,2,1,0.0,0,1,1,0.0,2002,22.0
3038,2023,1,58,59.0,118,0,0.0,0,4,3,0.0,59,1,5,1,1.0,0,0,0.0,0,0,1,0,1,2,1,0.0,0,1,1,0.0,2000,24.0
3039,2023,1,16,5.0,18,0,0.0,0,2,3,0.0,17,1,5,1,1.0,0,0,1.0,0,0,0,0,1,1,1,0.0,0,1,1,0.0,2003,21.0
3040,2023,2,76,77.0,17,0,0.0,0,3,3,0.0,77,1,5,0,0.0,0,0,1.0,1,2,0,0,0,0,0,0.0,0,1,1,0.0,2001,23.0
3041,2023,2,41,42.0,51,0,0.0,0,3,2,0.0,42,1,5,0,1.0,1,2,4.0,1,2,1,0,1,3,1,0.0,0,1,1,0.0,2003,21.0
3042,2023,2,77,78.0,183,0,0.0,0,1,0,0.0,78,1,5,0,1.0,0,0,2.0,0,0,1,0,0,0,1,0.0,0,1,1,0.0,2003,21.0
3043,2023,1,22,5.0,117,0,0.0,0,1,0,0.0,6,5,5,0,4.0,0,0,4.0,0,0,0,0,1,2,0,0.0,0,1,1,0.0,2004,20.0
3044,2023,1,5,5.0,17,0,0.0,0,4,2,0.0,5,1,5,0,0.0,0,0,4.0,1,1,1,0,1,1,1,0.0,0,1,1,0.0,2001,23.0
3045,2023,1,6,6.0,51,0,0.0,0,4,3,0.0,6,1,5,0,1.0,0,0,2.0,1,2,0,0,0,0,0,0.0,0,1,1,0.0,2000,24.0
3046,2023,2,24,78.0,151,0,0.0,0,4,2,0.0,58,1,5,0,0.0,0,0,4.0,1,1,1,0,0,0,0,0.0,1,1,1,0.0,1999,25.0
3047,2023,2,61,78.0,178,1,0.0,1,1,0,0.0,62,5,5,1,2.0,0,0,0.0,0,0,1,0,1,3,1,0.0,0,1,1,0.0,2001,23.0
3048,2023,2,77,78.0,99,1,0.0,1,3,2,0.0,78,5,5,0,4.0,1,2,4.0,1,2,0,0,0,0,1,0.0,0,1,1,0.0,2001,23.0
3049,2023,1,77,44.0,28,0,0.0,0,2,2,0.0,44,1,5,0,1.0,0,0,2.0,1,2,1,0,0,0,0,0.0,1,1,1,0.0,2003,21.0
3050,2023,2,52,5.0,161,1,0.0,1,1,0,0.0,53,1,5,0,4.0,1,2,0.0,1,2,1,0,0,0,1,0.0,1,1,1,0.0,2002,22.0
3051,2023,2,80,81.0,69,0,0.0,0,2,2,0.0,81,1,5,1,1.0,0,0,1.0,1,3,0,0,0,0,1,0.0,1,1,1,0.0,2003,21.0
3052,2023,1,77,78.0,125,0,0.0,0,2,3,0.0,78,1,5,0,0.0,0,0,0.0,0,0,0,0,1,3,1,0.0,1,1,1,0.0,2002,22.0
3053,2023,1,0,0.0,71,0,0.0,0,2,3,0.0,34,1,5,1,1.0,0,0,1.0,0,0,0,0,1,3,1,0.0,0,1,1,0.0,2003,21.0
3054,2023,1,33,64.0,63,0,0.0,0,1,0,0.0,41,1,5,0,0.0,1,3,4.0,1,1,0,0,0,0,0,0.0,0,1,1,0.0,2004,20.0
3055,2023,2,29,30.0,29,0,0.0,0,3,3,0.0,30,1,5,0,0.0,0,0,2.0,0,0,0,0,1,3,0,0.0,0,1,1,0.0,2000,24.0
3056,2023,1,43,44.0,109,0,0.0,0,3,2,0.0,44,1,5,1,0.0,1,2,2.0,0,0,1,0,0,0,0,0.0,0,1,1,0.0,2002,22.0
3057,2023,2,20,21.0,168,1,0.0,1,4,3,0.0,78,1,5,1,1.0,1,2,1.0,0,0,0,0,0,0,0,0.0,0,1,0,0.0,2001,23.0
3058,2023,1,77,78.0,189,1,0.0,1,5,2,0.0,78,5,5,0,0.0,0,0,0.0,1,2,0,0,1,3,0,0.0,0,1,1,0.0,2001,23.0
3059,2023,2,5,5.0,117,0,0.0,0,4,3,0.0,5,1,5,1,0.0,0,0,0.0,1,2,1,0,1,3,1,0.0,0,1,1,0.0,2001,23.0
3060,2023,1,78,26.0,58,0,0.0,0,3,1,0.0,79,5,5,0,0.0,0,0,0.0,1,3,0,0,1,1,0,0.0,0,1,1,0.0,2003,21.0
3061,2023,1,77,78.0,187,0,0.0,0,2,3,0.0,78,1,5,1,1.0,0,0,0.0,1,2,1,0,0,0,1,0.0,1,1,1,0.0,2002,22.0
3062,2023,1,51,5.0,17,0,0.0,0,1,0,0.0,21,1,5,0,2.0,0,0,1.0,1,2,0,0,0,0,1,0.0,0,1,1,0.0,2002,22.0
3063,2023,1,52,5.0,161,1,0.0,1,3,1,0.0,53,5,5,1,2.0,0,0,1.0,1,3,0,0,1,2,1,0.0,1,1,1,0.0,2000,24.0
3064,2023,2,78,79.0,192,1,0.0,1,4,3,0.0,79,1,5,0,0.0,0,0,2.0,1,3,0,0,0,0,1,0.0,0,1,1,0.0,2001,23.0
3065,2023,1,79,80.0,70,1,0.0,0,2,2,0.0,80,5,5,0,0.0,0,0,2.0,0,0,0,0,0,0,0,0.0,0,1,0,0.0,2000,24.0
3066,2023,2,36,37.0,53,0,0.0,0,1,0,0.0,37,1,5,1,1.0,0,0,0.0,0,0,0,0,0,0,1,0.0,0,1,1,0.0,2003,21.0
3067,2023,2,7,44.0,54,0,0.0,0,3,2,0.0,44,1,5,0,1.0,0,0,1.0,1,3,1,0,1,2,1,0.0,0,1,1,0.0,2002,22.0
3068,2023,1,22,23.0,46,0,0.0,0,3,2,0.0,23,1,5,1,0.0,1,2,0.0,0,0,0,0,0,0,0,0.0,0,1,1,0.0,2001,23.0
